title,author_name,url,num_upvotes,page_number
Log analysis for a agent's performance,VijayaragavanRamasamy,https://www.kaggle.com/competitions/llm-20-questions/discussion/509478,2,12
what!? there is even paper on this.,hengck23,https://www.kaggle.com/competitions/llm-20-questions/discussion/506924,35,13
[FIXED] - All Games Are Failing,Chris Deotte,https://www.kaggle.com/competitions/llm-20-questions/discussion/508278,13,13
[RESOLVED] Submissions pending and backlog,Bovard Doerschuk-Tiberi,https://www.kaggle.com/competitions/llm-20-questions/discussion/509037,8,13
keyword list,Afordancja,https://www.kaggle.com/competitions/llm-20-questions/discussion/508666,0,13
Why is this agent getting points for this?,OminousDude,https://www.kaggle.com/competitions/llm-20-questions/discussion/509565,0,13
Ask on a silly question about the observation,GODDiao,https://www.kaggle.com/competitions/llm-20-questions/discussion/509392,1,13
Submissions pending,tr,https://www.kaggle.com/competitions/llm-20-questions/discussion/508830,1,13
InvalidArgument: Unknown Environment Specification,Mitul,https://www.kaggle.com/competitions/llm-20-questions/discussion/508829,2,13
Binary search models are not very useful and LLM Models aiding binary search models is not beneficial,OminousDude,https://www.kaggle.com/competitions/llm-20-questions/discussion/508728,1,13
LLM overview and Llama 3 setup,Raki,https://www.kaggle.com/competitions/llm-20-questions/discussion/505650,6,13
[Solved] I am not able to create a kaggle environments for 'llm_20_question',Rinku Sahu,https://www.kaggle.com/competitions/llm-20-questions/discussion/509216,0,13
Submissions pending,Ramdhan Russell,https://www.kaggle.com/competitions/llm-20-questions/discussion/509019,0,13
updating the model during the tournament,Afordancja,https://www.kaggle.com/competitions/llm-20-questions/discussion/508667,0,13
Example of successful round,mhericks,https://www.kaggle.com/competitions/llm-20-questions/discussion/508695,0,13
I am still confused about scorring,VolodymyrBilyachat,https://www.kaggle.com/competitions/llm-20-questions/discussion/508510,0,13
Why am I still getting NaNs?,OminousDude,https://www.kaggle.com/competitions/llm-20-questions/discussion/508516,0,13
Why not make a sabotage agent?,OminousDude,https://www.kaggle.com/competitions/llm-20-questions/discussion/507961,1,13
"The Kaggle ""LLM 20 Questions Starter Notebook"" Fails",marketneutral,https://www.kaggle.com/competitions/llm-20-questions/discussion/503064,5,13
Agent produces only -NaN as output,OminousDude,https://www.kaggle.com/competitions/llm-20-questions/discussion/508413,0,13
New Q20LLM dataset with >78k questions,ivan,https://www.kaggle.com/competitions/llm-20-questions/discussion/507895,3,13
Convergence of leaderboard scores,alekh,https://www.kaggle.com/competitions/llm-20-questions/discussion/507458,2,14
I don't mean to be a snitch but...,OminousDude,https://www.kaggle.com/competitions/llm-20-questions/discussion/507856,2,14
60 Sec timeout limit,VolodymyrBilyachat,https://www.kaggle.com/competitions/llm-20-questions/discussion/508274,0,14
Does It Make Sense To Join The Competition Late?,TheItCrOw,https://www.kaggle.com/competitions/llm-20-questions/discussion/506930,6,14
Why do scores start at 600?,OminousDude,https://www.kaggle.com/competitions/llm-20-questions/discussion/507849,1,14
Is 3 the max number of agents you can have?,OminousDude,https://www.kaggle.com/competitions/llm-20-questions/discussion/507721,1,14
Running the environment on the notebook,EduMI95,https://www.kaggle.com/competitions/llm-20-questions/discussion/506822,4,14
compressing questions to overcome 2000 character limit,Duke Silver,https://www.kaggle.com/competitions/llm-20-questions/discussion/508191,0,14
Are you able to provide more info about what types of words can be keywords?,Nicholas Broad,https://www.kaggle.com/competitions/llm-20-questions/discussion/503049,8,14
Understanding,torahman,https://www.kaggle.com/competitions/llm-20-questions/discussion/507683,0,14
How is the score calculated?,OminousDude,https://www.kaggle.com/competitions/llm-20-questions/discussion/507724,0,14
3-bit cheat,alekh,https://www.kaggle.com/competitions/llm-20-questions/discussion/506971,0,14
Binary Search Strategy,Cody Creed,https://www.kaggle.com/competitions/llm-20-questions/discussion/506953,0,14
Bug: Answerer is not provided the keyword in the first round,monoxgas,https://www.kaggle.com/competitions/llm-20-questions/discussion/506456,7,14
Is this only limited to places?,Jainam213,https://www.kaggle.com/competitions/llm-20-questions/discussion/506799,1,14
Option to activate or deactivate the submitted agent? (Question to host),Kuldeep Rathore,https://www.kaggle.com/competitions/llm-20-questions/discussion/505575,5,14
"Starting ideas: LLM, MDP, Decision-Trees & Optimizations",Etienne Kaiser (郑翊天）,https://www.kaggle.com/competitions/llm-20-questions/discussion/503209,16,14
Should the agent logs be public?,Khoi Nguyen,https://www.kaggle.com/competitions/llm-20-questions/discussion/505835,11,14
Episode game dataset,waechter,https://www.kaggle.com/competitions/llm-20-questions/discussion/506412,4,14
20 question datasets,alekh,https://www.kaggle.com/competitions/llm-20-questions/discussion/506379,4,14
Q20 Game with Reinforcement Learning. Markov Decision Process (MDP).,Marília Prata,https://www.kaggle.com/competitions/llm-20-questions/discussion/503079,23,15
"What is ""strategic question answering""?",marketneutral,https://www.kaggle.com/competitions/llm-20-questions/discussion/503065,5,15
What if the Answerer halucinates,FelipeDamasceno,https://www.kaggle.com/competitions/llm-20-questions/discussion/505659,3,15
What if model lie on your answer?,VolodymyrBilyachat,https://www.kaggle.com/competitions/llm-20-questions/discussion/505748,0,15
Bug in agent assignments[Hosts Please Review],Kris Smith,https://www.kaggle.com/competitions/llm-20-questions/discussion/505928,3,15
Is this competition limited to Gemma only?,VolodymyrBilyachat,https://www.kaggle.com/competitions/llm-20-questions/discussion/506079,0,15
Can't download submission tar,alekh,https://www.kaggle.com/competitions/llm-20-questions/discussion/505993,0,15
Found something similar to the competition from Microsoft Research Asia researchers.,AC,https://www.kaggle.com/competitions/llm-20-questions/discussion/503143,8,15
Typos in game rules?,Kha Vo,https://www.kaggle.com/competitions/llm-20-questions/discussion/503098,6,15
How is the guessed word matched with the target word?,Nicholas Broad,https://www.kaggle.com/competitions/llm-20-questions/discussion/503078,5,15
Cannot submit tar.gz file or .py file? [SOLVED],jazivxt,https://www.kaggle.com/competitions/llm-20-questions/discussion/503163,2,15
[Offtopic] What got the LB moving,fauxsmart,https://www.kaggle.com/competitions/llm-20-questions/discussion/505642,0,15
